patent,asgtype,assignee,city,state,country,nationality,residence,asgseq
03860297,1,"","","","","","",0
03860487,2,"BOEING COMPANY","","","","","",0
03860929,2,"TEXAS INSTRUMENTS, INCORPORATED","","","","","",0
03860365,1,"","","","","","",0
03860714,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03859809,1,"","","","","","",0
03860183,1,"","","","","","",0
03859712,2,"PITNEY-BOWES, INC.","","","","","",0
03860048,1,"","","","","","",0
03859911,2,"EMERSON  ELECTRIC CO.","","","","","",0
03860674,2,"ELF ATOCHEM NORTH AMERICA, INC.","","","","","",0
03859954,1,"","","","","","",0
03860160,1,"","","","","","",0
03859671,1,"","","","","","",0
03860620,3,"CIBA-GEIGY AG","","","","","",0
03860038,2,"BURTON  GERALD V.","","","","","",0
03860564,2,"CIBA-GEIGY CORPORATION","","","","","",0
03860652,2,"RIKER LABORATORIES, INC.","","","","","",0
03860749,5,"","","","","","",0
03859905,2,"KRAFT, INC.","","","","","",0
03860905,1,"","","","","","",0
03859766,2,"SIMPLEX INDUSTRIES, INC.","","","","","",0
03859995,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03860839,3,"SIEMENS AKTIENGESELLSCHAFT","","","","","",0
03860884,2,"AT&T CORP.","","","","","",0
03860480,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03860664,2,"CONOCO, INC.","","","","","",0
03860738,1,"","","","","","",0
03860341,1,"","","","","","",0
03859852,1,"","","","","","",0
03860225,3,"TOYOTA JIDOSHA K.K.","","","","","",0
03860703,2,"MERCK + CO., INC.","","","","","",0
03860831,3,"SIEMENS AKTIENGESELLSCHAFT","","","","","",0
03860121,2,"BUCKEYE STEEL CASTINGS COMPANY","","","","","",0
03859899,1,"","","","","","",0
03860088,2,"GK TECHNOLOGIES, INC.","","","","","",0
03860645,2,"GIVAUDAN CORPORATION","","","","","",0
03859773,2,"MEAD CORPORATION","","","","","",0
03860141,2,"LOMA CORPORATION","","","","","",0
03859811,7,"UNITED KINGDOM  ATOMIC ENERGY AUTHORITY","","","","","",0
03860957,3,"MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.","","","","","",0
03860802,3,"SARTORIUS-WERKE GMBH  UND VORMALS GOTTINGER","","","","","",0
03860434,2,"OXY METAL FINISHING CORPORATION","","","","","",0
03859727,1,"","","","","","",0
03860192,2,"SINGER COMPANY","","","","","",0
03860123,1,"","","","","","",0
03859739,1,"","","","","","",0
03859698,3,"TORAY INDUSTRIES INC.","","","","","",0
03860663,2,"DOW CHEMICAL COMPANY","","","","","",0
03859704,2,"FORD MOTOR COMPANY","","","","","",0
03859901,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03860497,2,"SHELL OIL COMPANY","","","","","",0
03859860,3,"INDUSTRIE KOOT B.V.","","","","","",0
03859732,1,"","","","","","",0
03860920,2,"INDUCTOSYN CORPORATION","","","","","",0
03859934,2,"BLICK EQUIPMENT CORPORATION","","","","","",0
03860304,1,"","","","","","",0
03860830,3,"NIPPONDENSO CO., LTD.","","","","","",0
03860737,2,"GTE PRODUCTS CORPORATION","","","","","",0
03860245,1,"","","","","","",0
03860808,3,"SONY CORPORATION","","","","","",0
03860133,2,"PAULS  JAMES D.","","","","","",0
03860102,2,"IDEAL AEROSMITH, INC.","","","","","",0
03860058,2,"FORD MOTOR COMPANY","","","","","",0
03860587,3,"NIPPON CHEMICAL WORKS CO., LTD.","","","","","",0
03860746,3,"HOCHIKI CORPORATION","","","","","",0
03859728,1,"","","","","","",0
03860246,2,"LAWRENCE PESKA ASSOCIATES, INC.","","","","","",0
03860775,2,"ILLINOIS TOOL WORKS INC.","","","","","",0
03860940,2,"POLAROID CORPORATION","","","","","",0
03860678,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03859730,2,"JOHNSON GAGE COMPANY","","","","","",0
03860017,2,"UNIVERSAL MACHINE COMPANY, INC.","","","","","",0
03860257,1,"","","","","","",0
03859861,3,"MUELLER  JAKOB","","","","","",0
03860189,2,"XEROX CORPORATION","","","","","",0
03860157,1,"","","","","","",0
03859955,2,"PITNEY-BOWES, INC.","","","","","",0
03860472,3,CURSEL,"","","","","",0
03860182,2,"CUMBERLAND ENGINEERING COMPANY INC.","","","","","",0
03860774,1,"","","","","","",0
03860345,3,"ETAT FRANCAIS","","","","","",0
03860346,2,"GCO, INC.","","","","","",0
03860023,2,"USX CORPORATION","","","","","",0
03860148,2,"SAGE PRODUCTS INC.","","","","","",0
03859797,2,"SHELL OIL COMPANY","","","","","",0
03860460,1,"","","","","","",0
03860860,2,"PHOTOCIRCUITS DIVISION OF KOLLMORGAN CORPORATION","","","","","",0
03860579,3,"BEECHAM GROUP P.L.C.","","","","","",0
03860911,2,"PITNEY-BOWES, INC.","","","","","",0
03860475,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03860122,1,"","","","","","",0
03860947,1,"","","","","","",0
03859959,2,"DATA INTERFACE, INC.","","","","","",0
03860226,1,"","","","","","",0
03859853,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03859851,2,"SCHLUMBERGER TECHNOLOGY CORPORATION","","","","","",0
03860845,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03860606,2,"AKZONA INCORPORATED","","","","","",0
03860948,3,"HITACHI, LTD","","","","","",0
03860753,3,"TOSHIBA CORPORATION","","","","","",0
03860810,3,"PATENT-TREUHAND-GESELLSCHAFT FUR ELEKTRISCHE GLUHLAMPEN MBH","","","","","",0
03860030,2,"SUN OIL COMPANY OF PENNSYLVANIA","","","","","",0
03860007,2,"KENDALL COMPANY","","","","","",0
03860343,2,"HUGHES AIRCRAFT COMPANY","","","","","",0
03860904,2,"CHRYSLER MOTORS CORPORATION","","","","","",0
03860605,2,"MONSANTO COMPANY, INC.","","","","","",0
03859875,1,"","","","","","",0
03860059,3,"FOSECO INTERNATIONAL LIMITED","","","","","",0
03860673,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03860319,1,"","","","","","",0
03860417,3,"POLYSIUS AG","","","","","",0
03860216,2,"RAYMOND LEE ORGANIZATION","","","","","",0
03859666,1,"","","","","","",0
03860040,2,"PARKER-HANNIFIN CORPORATION","","","","","",0
03860919,3,"FUNCK  DONALD E.","","","","","",0
03860858,6,"UNITED STATES OF AMERICA, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","","","","","",0
03860661,2,"MONSANTO COMPANY, INC.","","","","","",0
03860108,2,"PHILLIPS PETROLEUM COMPANY","","","","","",0
03860149,2,"SCOVILL INC.","","","","","",0
03859909,2,"UNISYS CORPORATION","","","","","",0
03860042,1,"","","","","","",0
03860445,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03860032,2,"CHEMETRON CORPORATION","","","","","",0
03860518,1,"","","","","","",0
03860520,2,"CONOCO, INC.","","","","","",0
03860826,2,"BIOMECHANICS, INC.","","","","","",0
03860517,2,"BETZ LABORATORIES INC.","","","","","",0
03860250,3,"FORENADE FABRIKSVERKEN","","","","","",0
03859726,3,"TOPPAN MOORE BUSINESS FORMS CO. LTD.","","","","","",0
03860768,1,"","","","","","",0
03859982,2,"PICKER CORPORATION","","","","","",0
03859862,1,"","","","","","",0
03860454,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03860812,3,"ROLLEI-WERKE FRANKE + HEIDECKE","","","","","",0
03860726,1,"","","","","","",0
03860399,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03860836,2,"HONEYWELL INC.","","","","","",0
03860582,3,"TEVA MIDDLE EAST PHARMACEUTICAL   CHEMICAL WORKS LTD.","","","","","",0
03859855,2,"TEXTRON INC.","","","","","",0
03859844,2,"MATERIAL METRICS, INC.","","","","","",0
03860478,2,"OWENS-CORNING FIBERGLAS CORPORATION","","","","","",0
03859759,2,"RAMPE RESEARCH","","","","","",0
03860302,1,"","","","","","",0
03860080,1,"","","","","","",0
03860085,2,"COAST MARINE ASSOCIATES, INC.","","","","","",0
03860381,3,"G. SIEMPELKAMP GMBH & CO.","","","","","",0
03860507,2,"RCA CORPORATION","","","","","",0
03859943,1,"","","","","","",0
03860897,3,"INSTYTUT SPAWALNICTWA","","","","","",0
03859774,3,"FIRMA HAMBA MASCHINENFABRIK HANS A. MULLER","","","","","",0
03860896,2,"U.S. PHILIPS CORPORATION","","","","","",0
03860303,3,"KLOCKNER-HUMBOLDT-DEUTZ AKTIENGESELLSCHAFT","","","","","",0
03860825,1,"","","","","","",0
03859914,1,"","","","","","",0
03860005,1,"","","","","","",0
03860095,3,"GIRLING LIMITED","","","","","",0
03860006,2,"KENDALL COMPANY","","","","","",0
03860106,1,"","","","","","",0
03860499,2,"GTE PRODUCTS CORPORATION","","","","","",0
03859915,2,"DECISION DATA COMPUTER CORPORATION","","","","","",0
03860355,1,"","","","","","",0
03860484,2,"XEROX CORPORATION","","","","","",0
03859988,2,"SMITHKLINE BECKMAN CORPORATION","","","","","",0
03859878,2,"PPG INDUSTRIES INC.","","","","","",0
03859782,3,"SEIKO KOKI KABUSHIKI KAISHA","","","","","",0
03860002,2,"SCOTT PAPER CO.","","","","","",0
03860937,1,"","","","","","",0
03860203,1,"","","","","","",0
03860824,2,"NUCLEAR SERVICES CORPORATION","","","","","",0
03860184,1,"","","","","","",0
03860692,2,"UNITED STATES BORAX + CHEMICAL CORPORATION","","","","","",0
03860020,1,"","","","","","",0
03860347,2,"COULTER ELECTRONICS INC.","","","","","",0
03860766,3,"TOSHIBA CORPORATION","","","","","",0
03860287,2,"FLEX-O-LATORS, INC.","","","","","",0
03860542,3,"SHOWA DENKO KABUSHIKI KAISHA","","","","","",0
03859900,1,"","","","","","",0
03860224,2,"EVELETH TACONITE COMPANY","","","","","",0
03860211,1,"","","","","","",0
03860811,1,"","","","","","",0
03860247,1,"","","","","","",0
03860269,1,"","","","","","",0
03859997,2,"BECTON, DICKINSON AND COMPANY","","","","","",0
03860072,2,"TEXACO INC.","","","","","",0
03859702,2,"TELEFLEX INCORPORATED","","","","","",0
03860595,2,"ALLIED-SIGNAL INC.","","","","","",0
03859731,3,"KYOKUTO CHOSA   SEKKEI CO. LTD.","","","","","",0
03860156,1,"","","","","","",0
03860433,1,"","","","","","",0
03860547,2,"SCOTT PAPER CO.","","","","","",0
03860037,2,"DIAMOND SHAMROCK CORPORATION","","","","","",0
03860688,2,"KAISER ALUMINUM + CHEMICAL CORPORATION","","","","","",0
03860180,1,"","","","","","",0
03860436,1,"","","","","","",0
03859678,1,"","","","","","",0
03860104,2,"INDIAN HEAD INC.","","","","","",0
03860598,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03860016,1,"","","","","","",0
03860019,2,"TEXACO INC.","","","","","",0
03860910,1,"","","","","","",0
03859725,1,"","","","","","",0
03859944,1,"","","","","","",0
03860230,1,"","","","","","",0
03860374,3,"SEEWER  GUSTAVE AUGUSTE","","","","","",0
03860854,1,"","","","","","",0
03860285,2,"GENDRON-DIEMER, INC.","","","","","",0
03860502,2,"USX CORPORATION","","","","","",0
03860506,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03860077,3,"METTLER INSTRUMENTE AG","","","","","",0
03859963,3,"COOL INDUSTRY (PATENTS) LIMITED","","","","","",0
03860291,2,"DRESSER INDUSTRIES, INC.","","","","","",0
03860906,1,"","","","","","",0
03859941,1,"","","","","","",0
03859830,3,"RHEINSTAHL AG, FIRMA","","","","","",0
03860318,2,"AMP INCORPORATED","","","","","",0
03860293,1,"","","","","","",0
03860188,3,"TUBE PRODUCTS LIMITED","","","","","",0
03860459,3,"BRITISH STEEL CORPORATION","","","","","",0
03859850,2,"SCHLUMBERGER TECHNOLOGY CORPORATION","","","","","",0
03860823,2,"SMITHKLINE BECKMAN CORPORATION","","","","","",0
03859723,3,"MICROSYSTEMS INTERNATIONAL LIMITED","","","","","",0
03859785,2,"CURTISS-WRIGHT CORPORATION","","","","","",0
03860256,1,"","","","","","",0
03859969,1,"","","","","","",0
03860339,2,"XEROX CORPORATION","","","","","",0
03860442,3,"MONTECATINI EDISON S.P.A.","","","","","",0
03860730,2,"CHOCOLATE INTERNATIONAL, INC.","","","","","",0
03860463,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03860207,2,"ALARM DEVICE MANUFACTURING COMPANY","","","","","",0
03860328,3,"PYE LIMITED","","","","","",0
03860844,3,"SOCIETE SUISSE POUR L'INDUSTRIE HORLOGERE MANAGEMENT SERVI","","","","","",0
03860742,1,"","","","","","",0
03860466,2,"TEXAS INSTRUMENTS, INCORPORATED","","","","","",0
03860451,2,"CONOCO, INC.","","","","","",0
03860821,2,"RAYTHEON COMPANY","","","","","",0
03860838,3,"SUMITOMO ELECTRIC INDUSTRIES CO., LTD.","","","","","",0
03860329,2,"POLAROID CORPORATION","","","","","",0
03860783,2,"AT&T CORP.","","","","","",0
03860959,3,"MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.","","","","","",0
03860052,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03859968,2,"POWER RESEARCH + DEVELOPMENT, INC.","","","","","",0
03859670,1,"","","","","","",0
03860651,2,"ALCON LABORATORIES, INC.","","","","","",0
03860781,3,"VEREINIGTE OSTERREICHISCHE EISEN- UND STAHLWERKE-ALPINE MONT","","","","","",0
03859979,2,"TAPPAN COMPANY","","","","","",0
03860461,2,"TEXAS INSTRUMENTS, INCORPORATED","","","","","",0
03859685,2,"BRINLY-HARDY CO., INC.","","","","","",0
03860509,2,"ENVIROTECH CORPORATION","","","","","",0
03859790,1,"","","","","","",0
03859789,2,"BATTELLE DEVELOPMENT CORPORATION","","","","","",0
03860159,1,"","","","","","",0
03860916,3,"AGENCE NATIONALE DE VALORISATION DE LA RECHERCHE (ANVAR)","","","","","",0
03860135,1,"","","","","","",0
03859786,2,"FORD MOTOR COMPANY","","","","","",0
03859781,2,"ITT CORPORATION","","","","","",0
03859706,2,"DOLE ELECTRO-SYSTEMS, INCORPORATED","","","","","",0
03860685,3,"JAPAN EXLAN COMPANY LIMITED","","","","","",0
03860687,3,"AB STRANGBETONG","","","","","",0
03860309,2,"AMERICAN STERILIZER COMPANY","","","","","",0
03860608,3,"NOVO TERAPEUTISK LABORATORIUM A/S","","","","","",0
03860221,2,"MIDLAND-ROSS CORPORATION","","","","","",0
03860420,2,"AIRCO INC.","","","","","",0
03859937,3,"DURKOPPWERKE GMBH","","","","","",0
03859760,1,"","","","","","",0
03860092,1,"","","","","","",0
03860894,2,"WICO CORPORATION","","","","","",0
03859680,1,"","","","","","",0
03860279,2,"MCCORD CORPORATION","","","","","",0
03860922,1,"","","","","","",0
03860907,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03859748,2,"HERBETHON TOY CORPORATION","","","","","",0
03860677,2,"AUSTIN POWDER COMPANY","","","","","",0
03859729,1,"","","","","","",0
03860025,2,"ENTERPRISE BRASS WORKS","","","","","",0
03859945,2,"MOELLER MANUFACTURING CO., INC.","","","","","",0
03859826,1,"","","","","","",0
03860354,1,"","","","","","",0
03860848,5,"","","","","","",0
03859690,3,"JAMES ROSS LIMITED","","","","","",0
03859908,2,"EMERSON  ELECTRIC CO.","","","","","",0
03860448,2,"GENERAL MOTORS CORPORATION","","","","","",0
03859794,3,"KOMMANDITBOLAGET UNITED STIRLING (SWEDEN) AB   CO.","","","","","",0
03860435,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03860882,2,"DREXELBROOK CONTROLS INC.","","","","","",0
03860415,2,"ETHYL CORPORATION","","","","","",0
03859994,3,"AGA AB","","","","","",0
03860009,1,"","","","","","",0
03859897,1,"","","","","","",0
03860640,3,"NIPPON SHINYAKU CO., LTD.","","","","","",0
03859812,1,"","","","","","",0
03860939,3,"ASAHI KOGAKU KOGYO KABUSHIKI KAISHA","","","","","",0
03860233,2,"ILLINOIS TOOL WORKS INC.","","","","","",0
03861154,3,"CELMAC A.G.","","","","","",0
03861582,1,"","","","","","",0
03862162,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03861750,3,"GEWERKSCHAFT EISENHUTTE WESTFALIA","","","","","",0
03861930,1,"","","","","","",0
03861467,2,"TEXACO INC.","","","","","",0
03861723,6,"UNITED STATES OF AMERICA, AIR FORCE","","","","","",0
03861923,3,"FUJI PHOTO FILM CO., LTD","","","","","",0
03861202,2,"XEROX CORPORATION","","","","","",0
03861445,1,"","","","","","",0
03861652,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03861345,2,"MULTIFORM, INC.","","","","","",0
03861016,2,"U.S.M. CORPORATION","","","","","",0
03861926,3,"PILKINGTON BROTHERS LIMITED","","","","","",0
03861777,2,"PERMALI INCORPORATED","","","","","",0
03861057,3,"WERNER H.K. PETERS MASCHINENFABRIK G.M.B.H.","","","","","",0
03861754,2,"BENDIX CORPORATION(NOW ALLIED-SIGNAL INC.)","","","","","",0
03861346,2,"RAYMOND LEE ORGANIZATION","","","","","",0
03862316,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03861432,1,"","","","","","",0
03861323,3,"GEO. W. KING LIMITED","","","","","",0
03861043,2,"STAR DENTAL MANUFACTURING CO., INC.","","","","","",0
03861370,1,"","","","","","",0
03862159,3,"ZAIDAN HOJIN BISEIBUTSU KAGAKU KENYKU KAI","","","","","",0
03861996,3,"A. AHLSTROM OSAKEYHTIO","","","","","",0
03861804,2,"XEROX CORPORATION","","","","","",0
03861041,1,"","","","","","",0
03861606,3,RHONE-POULENC-TEXTILE,"","","","","",0
03861046,1,"","","","","","",0
03861608,2,"JOHNS-MANVILLE CORPORATION","","","","","",0
03861337,1,"","","","","","",0
03861048,2,"OPTICAL STANDARDS COMPANY, INCORPORATED","","","","","",0
03862261,2,"OPHTHALMIC SCIENCES, INC.","","","","","",0
03861808,1,"","","","","","",0
03861919,2,"ITEK CORPORATION","","","","","",0
03861335,2,"PROGRESSIVE TRADE CORPORATION","","","","","",0
03861737,1,"","","","","","",0
03861885,2,"INSTITUTE OF GAS TECHNOLOGY","","","","","",0
03861324,1,"","","","","","",0
03861128,2,"PROVIDENCE PILE FABRIC CORPORATION","","","","","",0
03862089,3,"MITSUI PETROCHEMICAL INDUSTRIES LTD.","","","","","",0
03861303,2,"AMERICAN TOTALISATOR COMPANY, INC.","","","","","",0
03861867,1,"","","","","","",0
03861378,2,"LINCOLN MANUFACTURING COMPANY, INC.","","","","","",0
03862016,2,"SMITHKLINE BECKMAN CORPORATION","","","","","",0
03861466,2,"EXXON PRODUCTION RESEARCH COMPANY","","","","","",0
03861507,3,"LUCAS AEROSPACE LIMITED","","","","","",0
03861317,1,"","","","","","",0
03861616,1,"","","","","","",0
03861917,2,"W. R. GRACE & CO.-CONN.","","","","","",0
03861527,2,"SPOTNAILS, INC.","","","","","",0
03861137,6,"UNITED STATES OF AMERICA, AIR FORCE","","","","","",0
03861271,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03861102,1,"","","","","","",0
03862197,2,"SCHUYLER DEVELOPMENT CORPORATION","","","","","",0
03862164,2,"ELI LILLY AND COMPANY","","","","","",0
03861806,3,"MESSERSCHMITT-BOLKOW-BLOHM GMBH","","","","","",0
03862402,3,"DAI NIPPON PRINTING CO. LTD","","","","","",0
03861371,2,"JOSEPH GAMELL INDUSTRIES, INCORPORATED","","","","","",0
03861981,6,"UNITED STATES OF AMERICA, AIR FORCE","","","","","",0
03862046,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03861705,3,"DAIMLER-BENZ AKTIENGESELLSCHAFT","","","","","",0
03861163,1,"","","","","","",0
03861860,2,"XEROX CORPORATION","","","","","",0
03861982,2,"OWENS-CORNING FIBERGLAS CORPORATION","","","","","",0
03862335,3,"INSTITUT FRANCAIS DU PETROLE","","","","","",0
03862428,2,"UNITED TECHNOLOGIES CORPORATION","","","","","",0
03861025,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03861362,1,"","","","","","",0
03861618,3,"AB CARBOX","","","","","",0
03861306,2,"PITNEY-BOWES, INC.","","","","","",0
03862396,3,"SANYO KOKUSAKU PULP CO., LTD.","","","","","",0
03861021,3,"BRIDGESTONE LIQUEFIED GAS CO., LTD.","","","","","",0
03861424,3,"KURARAY PLASTICS COMPANY, LIMITED","","","","","",0
03862276,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03861728,3,"DAIMLER-BENZ AKTIENGESELLSCHAFT","","","","","",0
03861178,3,"ELITEX ZAVODY TEXTILNIHO STROJIRENSTVI GENERALNI REDITELSTVI","","","","","",0
03861000,1,"","","","","","",0
03861013,2,"AIR PREHEATER COMPANY, INC.","","","","","",0
03861523,1,"","","","","","",0
03862271,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03862437,2,"UNISYS CORPORATION","","","","","",0
03862063,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03861344,3,"SKF INDUSTRIAL TRADING AND DEVELOPMENT COMPANY B.V.","","","","","",0
03861482,1,"","","","","","",0
03861375,3,"AUTOMOBILES M. BERLIET","","","","","",0
03861736,3,"DAIMLER-BENZ AKTIENGESELLSCHAFT","","","","","",0
03862338,2,"TOPPS CHEWING GUM, INCORPORATED","","","","","",0
03861880,2,"DOW CHEMICAL INVESTMENT AND FINANCE CORPORATION","","","","","",0
03861816,1,"","","","","","",0
03861684,1,"","","","","","",0
03861997,2,"BELOIT CORPORATION","","","","","",0
03862206,3,"KAO SOAP CO., LTD.","","","","","",0
03860988,1,"","","","","","",0
03861116,3,"FR. HESSER MASCHINENFABRIK AG","","","","","",0
03861537,1,"","","","","","",0
03861940,3,"ZELLWEGER USTER AG","","","","","",0
03861870,2,"PROCTER + GAMBLE COMPANY","","","","","",0
03861327,1,"","","","","","",0
03861430,2,"LYONS  CHARLES F.","","","","","",0
03861531,3,"BBC BROWN, BOVERI & COMPANY, LIMITED","","","","","",0
03861009,2,"MODCO INTERNATIONAL INC.","","","","","",0
03861267,1,"","","","","","",0
03860999,2,"U.S.M. CORPORATION","","","","","",0
03861164,1,"","","","","","",0
03862185,2,"TEXACO INC.","","","","","",0
03862247,2,"KOPPERS COMPANY INC.","","","","","",0
03861945,2,"PPG INDUSTRIES INC.","","","","","",0
03862221,3,"L'OREAL S.A.","","","","","",0
03861516,3,"IIJIMA PRODUCTS M.F.G. CO., LTD.","","","","","",0
03862094,3,"NEC CORPORATION","","","","","",0
03861753,3,"ZIMMERMANN, ADOLF, MASCHINENBAU","","","","","",0
03861950,2,"UNIROYAL, INC.","","","","","",0
03861890,2,"ALAR ENGINEERING CORPORATION","","","","","",0
03861827,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03862027,2,"ENGELHARD MINERALS & CHEMICALS CORPORATION","","","","","",0
03861120,2,"HAYSSEN MANUFACTURING COMPANY","","","","","",0
03861122,2,"ALCAN ALUMINUM CORPORATION","","","","","",0
03861588,2,"BENDIX CORPORATION(NOW ALLIED-SIGNAL INC.)","","","","","",0
03861396,2,"HYDRO MED SCIENCES INC.","","","","","",0
03862119,2,"TOMS RIVER CHEMICAL CORPORATION","","","","","",0
03861343,1,"","","","","","",0
03860976,3,"FUJIA ORIGINALS KOGYO CO., LTD.","","","","","",0
03861177,3,"NOVA TEC ESTABLISHMENT","","","","","",0
03861377,3,"VOLKSWAGENWERK AKTIENGESELLSCHAFT","","","","","",0
03862139,3,"DELMAR CHEMICALS LIMITED","","","","","",0
03861578,1,"","","","","","",0
03861342,3,"ARN JUNG LOCKOMOTIVFABRIK GMBH","","","","","",0
03861912,2,"DENNISON MANUFACTURING COMPANY","","","","","",0
03860975,1,"","","","","","",0
03861680,1,"","","","","","",0
03861172,3,"KUPPLUNGSTECHNIK GMBH","","","","","",0
03861157,3,"FOUNDATION PATENT   INVESTMENT COMPANY, N.V.","","","","","",0
03861836,1,"","","","","","",0
03861117,1,"","","","","","",0
03861565,2,"B.H.C., INC.","","","","","",0
03861426,3,"VYZKUMNY USTAV BAVLNARSKY","","","","","",0
03861882,2,"HOOKER CHEMICALS & PLASTICS CORP.","","","","","",0
03861849,2,"CARBORUNDUM COMPANY","","","","","",0
03862000,2,"EXXON NUCLEAR COMPANY INC.","","","","","",0
03861699,2,"MOLNAR   CO., INC.","","","","","",0
03861413,2,"FEDDERS CORPORATION","","","","","",0
03861230,3,"THUNE-EUREKA A/S","","","","","",0
03861125,1,"","","","","","",0
03861871,3,"CIBA-GEIGY AG","","","","","",0
03861407,1,"","","","","","",0
03862377,2,"ELECTRO-VOICE, INCORPORATED","","","","","",0
03862279,1,"","","","","","",0
03862414,2,"NORDSON CORPORATION","","","","","",0
03861373,3,"ROBERT BOSCH GMBH","","","","","",0
03861873,2,"SYBRON CORPORATION","","","","","",0
03861739,1,"","","","","","",0
03862050,2,"PROCTER + GAMBLE COMPANY","","","","","",0
03862141,2,"WARNER-LAMBERT COMPANY","","","","","",0
03862442,1,"","","","","","",0
03862120,2,"MORTON THIOKOL, INC.","","","","","",0
03862154,2,"STERLING DRUG INC.","","","","","",0
03862293,3,"ALUMINIUM PECHINEY","","","","","",0
03861355,2,"UNIVERSAL COOPERATIVES, INC.","","","","","",0
03861234,2,"STELBER INDUSTRIES INC.","","","","","",0
03861237,2,"CATERPILLAR INC.","","","","","",0
03861186,1,"","","","","","",0
03862291,2,"BURLINGTON INDUSTRIES, INC.","","","","","",0
03862092,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03861295,1,"","","","","","",0
03861784,2,"UNISYS CORPORATION","","","","","",0
03861245,5,"","","","","","",0
03862132,3,"AJINOMOTO COMPANY INCORPORATED","","","","","",0
03862340,2,"INTERNATIONAL FLAVORS + FRAGRANCES INC","","","","","",0
03861512,2,"SUPREME EQUIPMENT + SYSTEMS CORPORATION","","","","","",0
03861134,2,"JOHNSON CONTROLS, INC.","","","","","",0
03861993,2,"W. R. GRACE & CO.-CONN.","","","","","",0
03862333,2,"SMITHKLINE BECKMAN CORPORATION","","","","","",0
03861031,3,"RIKAGAKU, KENKYUSHO","","","","","",0
03861263,3,"NIPPON GAKKI SEIZO KABUSHIKI KAISHA","","","","","",0
03861360,2,"COMBUSTION ENGINEERING INC.","","","","","",0
03861886,2,"MELPAR, INC.","","","","","",0
03861281,2,"VOLKSWAGEN PRODUCTS CORP.","","","","","",0
03861638,3,"PLAYART LIMITED","","","","","",0
03861235,3,"ADLERWERKE VORM. HEINRICH KLEYER A.G.","","","","","",0
03862067,2,"ATLANTIC RICHFIELD COMPANY","","","","","",0
03861492,2,"RAYMOND LEE ORGANIZATION","","","","","",0
03861231,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03861891,3,"NIPPON TELEGRAPH & TELEPHONE CORP.","","","","","",0
03862002,2,"SANFAR LABORATORIES, INC.","","","","","",0
03861506,3,"AGENCE NATIONALE DE VALORISATION DE LA RECHERCHE (ANVAR)","","","","","",0
03862295,2,"WESTVACO CORPORATION","","","","","",0
03862048,2,"MCDONNELL DOUGLAS CORP.","","","","","",0
03861227,2,"TOKHEIM CORPORATION","","","","","",0
03861600,3,"H. VISSERS N.V.","","","","","",0
03862409,1,"","","","","","",0
03861984,2,"OWENS-CORNING FIBERGLAS CORPORATION","","","","","",0
03861915,2,"EASTMAN KODAK COMPANY","","","","","",0
03862080,3,"CATALIN LIMITED","","","","","",0
03862010,2,"TECHNICON INSTRUMENTS CORPORATION","","","","","",0
03861908,2,"CRUCIBLE INC","","","","","",0
03861063,1,"","","","","","",0
03862124,2,"CIBA-GEIGY CORPORATION","","","","","",0
03862447,2,"U.S. PHILIPS CORPORATION","","","","","",0
03861126,1,"","","","","","",0
03861877,2,"CLINICAL TECHNOLOGY INCORPORATED","","","","","",0
03861159,1,"","","","","","",0
